Geneid,nodule_al_uniq,root_al_uniq,nodule_almult,root_almult
gene:GLYMA_14G126700,130,90,161,126
gene:GLYMA_14G126800,100,71,103,84
gene:GLYMA_14G126900,0,0,0,0
gene:GLYMA_14G127000,0,0,0,0
gene:GLYMA_14G127100,0,0,0,0
gene:GLYMA_14G127200,0,0,0,0
gene:GLYMA_14G127300,0,0,0,0
gene:GLYMA_14G127400,0,0,12,28
gene:GLYMA_14G1275001,0,2,13,21
gene:GLYMA_14G127600,105,146,160,210
gene:GLYMA_14G127700,81,101,129,166
gene:GLYMA_14G127800,103,75,257,226
gene:GLYMA_14G127900,0,0,3,0
gene:GLYMA_14G128000,0,0,29,0
gene:GLYMA_14G128100,0,0,22,0
gene:GLYMA_14G128200,0,0,0,0
gene:GLYMA_14G128300,80,82,127,149
gene:GLYMA_14G128400,3,5,4,6
gene:GLYMA_14G128500,0,0,0,0
gene:GLYMA_14G128600,0,0,2,3
gene:GLYMA_14G128700,2,4,2,4
gene:GLYMA_14G128800,1,17,11,25
gene:GLYMA_14G128900,37,69,69,90
gene:GLYMA_14G129000,0,0,0,0
gene:GLYMA_14G129100,53,54,78,65
gene:GLYMA_14G129200,24,89,30,102
gene:GLYMA_14G129300,14,2,34,18
gene:GLYMA_14G129400,17,23,28,42
gene:GLYMA_14G1295002,0,0,1,11
gene:GLYMA_14G1295001,33,43,51,61
gene:GLYMA_14G129600,74,101,151,183
gene:GLYMA_14G129700,77,55,141,106
gene:GLYMA_14G129800,0,0,0,0
gene:GLYMA_14G129900,0,0,0,0
gene:GLYMA_14G130000,7,12,30,33
gene:GLYMA_14G130100,0,0,0,0
gene:GLYMA_14G130200,0,0,0,0
gene:GLYMA_14G130300,30,70,53,76
gene:GLYMA_14G130400,2,4,52,62
gene:GLYMA_14G130500,0,0,7,18
gene:GLYMA_14G130600,75,248,79,264
gene:GLYMA_14G130700,129,377,165,463
gene:GLYMA_14G130800,8,5,11,5
gene:GLYMA_14G130900,22,20,22,20
gene:GLYMA_14G131000,0,0,0,0
gene:GLYMA_14G131100,44,50,48,52
gene:GLYMA_14G131200,9,7,9,7
gene:GLYMA_14G131300,206,107,272,150
gene:GLYMA_14G131400,6,3,6,3
gene:GLYMA_14G131500,0,0,0,0
gene:GLYMA_14G131600,0,0,0,0
gene:GLYMA_14G131700,311,264,344,270
gene:GLYMA_14G131800,0,0,7,16
gene:GLYMA_14G131900,391,489,513,620
gene:GLYMA_14G132000,1,4,11,8
gene:GLYMA_14G132100,0,1,0,1
gene:GLYMA_14G132200,0,0,0,0
gene:GLYMA_14G132300,21,12,39,25
gene:GLYMA_14G132400,18,70,28,101
gene:GLYMA_14G132500,25,7,37,14
gene:GLYMA_14G132600,59,80,86,114
gene:GLYMA_14G132700,1,1,1,1
gene:GLYMA_14G132800,1,3,2,5
gene:GLYMA_14G132900,0,2,1,3
gene:GLYMA_14G133000,64,170,95,261
gene:GLYMA_14G133100,6,41,6,41
gene:GLYMA_14G133200,0,1,0,1
gene:GLYMA_14G133300,23,28,78,42
gene:GLYMA_14G133400,73,40,90,50
gene:GLYMA_14G133500,0,0,6,9
gene:GLYMA_14G133600,23,108,37,153
gene:GLYMA_14G133700,120,80,189,171
gene:GLYMA_14G133800,0,0,0,0
gene:GLYMA_14G133900,0,0,0,0
gene:GLYMA_14G134000,0,0,1,1
gene:GLYMA_14G134100,478,252,823,475
gene:GLYMA_14G134200,39,81,70,149
gene:GLYMA_14G134300,0,0,0,5
gene:GLYMA_14G134400,0,0,0,0
gene:GLYMA_14G134500,66,71,104,93
gene:GLYMA_14G134600,13,41,18,80
gene:GLYMA_14G134700,3,33,4,34
gene:GLYMA_14G134800,14,7,16,7
gene:GLYMA_14G134900,0,0,0,0
gene:GLYMA_14G135000,5,8,44,25
gene:GLYMA_14G135100,57,84,125,140
gene:GLYMA_14G135200,1,5,7,13
gene:GLYMA_14G135300,0,0,0,1
gene:GLYMA_14G135400,35,210,85,346
gene:GLYMA_14G135500,0,0,0,0
gene:GLYMA_14G135600,0,0,28,41
gene:GLYMA_14G135700,0,1,27,31
gene:GLYMA_14G135800,0,0,6,12
gene:GLYMA_14G135900,84,165,159,316
gene:GLYMA_14G136000,0,0,0,0
gene:GLYMA_14G136100,0,0,1,0
gene:GLYMA_14G136200,0,0,0,0
gene:GLYMA_14G136300,3,43,719,660
gene:GLYMA_14G136400,0,0,1,0
gene:GLYMA_14G136500,0,0,26,10
gene:GLYMA_14G136600,88,74,165,137
gene:GLYMA_14G136700,166,186,415,496
gene:GLYMA_14G136800,0,0,16,10
gene:GLYMA_14G136900,21,31,44,58
gene:GLYMA_14G137000,0,0,0,0
gene:GLYMA_14G137100,61,40,68,51
gene:GLYMA_14G137200,13,25,18,41
gene:GLYMA_14G137300,1,0,1,0
gene:GLYMA_14G137400,0,0,0,5
gene:GLYMA_14G137500,0,0,6,8
gene:GLYMA_14G137600,0,0,22,9
gene:GLYMA_14G137700,1,0,1,0
gene:GLYMA_14G137800,0,13,0,13
gene:GLYMA_14G137900,0,0,0,0
gene:GLYMA_14G138000,103,78,115,89
gene:GLYMA_14G138100,0,1,0,1
gene:GLYMA_14G138200,63,155,72,167
gene:GLYMA_14G138300,22,77,32,207
gene:GLYMA_14G138400,0,0,1,0
gene:GLYMA_14G138500,0,0,15,8
gene:GLYMA_14G138600,0,0,0,0
gene:GLYMA_14G138700,0,4,0,4
gene:GLYMA_14G138800,0,0,8,7
gene:GLYMA_14G138900,0,0,9,7
gene:GLYMA_14G139000,0,0,8,8
gene:GLYMA_14G139100,0,0,0,0
gene:GLYMA_14G139200,0,3,1,15
gene:GLYMA_14G139300,0,0,14,25
gene:GLYMA_14G139400,47,162,87,317
gene:GLYMA_14G139500,0,0,0,0
gene:GLYMA_14G139600,0,0,3,2
gene:GLYMA_14G1397002,303,116,338,124
gene:GLYMA_14G1397001,414,87,453,102
gene:GLYMA_14G139800,85,138,289,262
gene:GLYMA_14G139900,0,0,0,0
gene:GLYMA_14G140000,0,0,0,0
gene:GLYMA_14G140100,10,21,10,21
gene:GLYMA_14G140200,0,0,11,25
gene:GLYMA_14G140300,0,0,0,0
gene:GLYMA_14G140400,696,337,705,339
gene:GLYMA_14G140500,0,9,0,9
gene:GLYMA_14G140600,30,62,30,62
gene:GLYMA_14G140700,0,0,0,0
gene:GLYMA_14G140800,40,70,40,70
gene:GLYMA_14G140900,0,0,0,0
gene:GLYMA_14G141000,0,0,3,4
gene:GLYMA_14G141100,0,0,0,0
gene:GLYMA_14G141200,5,25,6,31
gene:GLYMA_14G141300,0,0,0,0
gene:GLYMA_14G141400,11,9,11,9
gene:GLYMA_14G141500,32,39,32,39
gene:GLYMA_14G141600,13,23,13,23
gene:GLYMA_14G141700,0,0,0,0
gene:GLYMA_14G141800,5,1,9,1
gene:GLYMA_14G141900,2,0,2,0
gene:GLYMA_14G142000,1,1,1,1
gene:GLYMA_14G142100,58,109,83,143
gene:GLYMA_14G142200,0,0,0,0
gene:GLYMA_14G142300,80,172,84,194
gene:GLYMA_14G142400,0,0,11,8
gene:GLYMA_14G142500,0,52,0,56
gene:GLYMA_14G142600,0,0,0,0
gene:GLYMA_14G142700,3,0,4,0
gene:GLYMA_14G142800,0,0,0,0
gene:GLYMA_14G142900,108,193,152,259
gene:GLYMA_14G143000,35,118,57,162
gene:GLYMA_14G143100,0,0,0,0
gene:GLYMA_14G143200,0,0,0,0
gene:GLYMA_14G143300,0,0,1,1
gene:GLYMA_14G143400,21,21,37,28
gene:GLYMA_14G143500,0,0,1,3
gene:GLYMA_14G143600,0,0,20,71
gene:GLYMA_14G143700,0,0,2,1
gene:GLYMA_14G143800,0,0,0,2
gene:GLYMA_14G143900,0,0,0,0
gene:GLYMA_14G144000,147,1,201,1
gene:GLYMA_14G144100,172,144,215,193
gene:GLYMA_14G144200,0,0,0,0
gene:GLYMA_14G144300,12,16,12,16
gene:GLYMA_14G144400,0,0,2,10
gene:GLYMA_14G144500,0,0,3,3
gene:GLYMA_14G144600,0,0,0,0
gene:GLYMA_14G144700,61,149,63,159
gene:GLYMA_14G144800,0,0,0,0
gene:GLYMA_14G144900,0,0,0,13
gene:GLYMA_14G145000,74,72,75,72
gene:GLYMA_14G145100,0,0,1,10
gene:GLYMA_14G145200,11,16,13,25
gene:GLYMA_14G145300,0,0,0,0
gene:GLYMA_14G145400,11,57,11,57
gene:GLYMA_14G145500,0,2,8,9
gene:GLYMA_14G145600,23,15,33,21
gene:GLYMA_14G145700,23,14,26,16
gene:GLYMA_14G145800,0,0,1,0
gene:GLYMA_14G145900,0,0,0,2
gene:GLYMA_14G146000,2,8,10,15
gene:GLYMA_14G146100,12,9,12,11
gene:GLYMA_14G146200,16,35,26,48
gene:GLYMA_14G146300,0,0,0,0
gene:GLYMA_14G146400,0,0,0,0
gene:GLYMA_14G146500,0,0,0,0
gene:GLYMA_14G146600,0,0,1,0
gene:GLYMA_14G146700,0,17,0,17
gene:GLYMA_14G146800,0,0,0,0
gene:GLYMA_14G146900,0,2,0,2
gene:GLYMA_14G147000,341,284,352,302
gene:GLYMA_14G147100,3,2,3,2
gene:GLYMA_14G147200,55,63,57,64
gene:GLYMA_14G147300,3,0,3,0
gene:GLYMA_14G147400,0,2,0,2
gene:GLYMA_14G147500,1,10,2,16
gene:GLYMA_14G147600,0,0,0,1
gene:GLYMA_14G147700,27,63,29,71
gene:GLYMA_14G147800,11,56,39,103
gene:GLYMA_14G147900,0,0,6,7
gene:GLYMA_14G148000,0,0,3,12
gene:GLYMA_14G148100,3,173,6,217
gene:GLYMA_14G148200,5,1,9,8
gene:GLYMA_14G148300,34,47,466,628
gene:GLYMA_14G148400,0,0,14,9
gene:GLYMA_14G148500,168,174,191,209
gene:GLYMA_14G148600,0,0,12,28
gene:GLYMA_14G148700,376,19,378,20
gene:GLYMA_14G148800,3,22,6,36
gene:GLYMA_14G148900,17,29,34,53
gene:GLYMA_14G149000,21,15,21,15
gene:GLYMA_14G149100,0,0,3,2
gene:GLYMA_14G149200,0,0,0,0
gene:GLYMA_14G149300,116,160,175,217
gene:GLYMA_14G149400,0,0,0,0
gene:GLYMA_14G149500,0,0,0,0
gene:GLYMA_14G149600,0,0,0,0
gene:GLYMA_14G149700,4,16,19,28
gene:GLYMA_14G149800,14,82,16,100
gene:GLYMA_14G149900,1,0,1,0
gene:GLYMA_14G150000,49,23,60,29
gene:GLYMA_14G150100,9,119,9,139
gene:GLYMA_14G150200,1,6,1,6
gene:GLYMA_14G150300,11,32,17,49
gene:GLYMA_14G150400,25,43,37,54
gene:GLYMA_14G150500,23,26,23,26
gene:GLYMA_14G150600,0,1,0,3
gene:GLYMA_14G150700,0,0,0,0
gene:GLYMA_14G150800,0,0,12,20
gene:GLYMA_14G150900,176,14,249,29
gene:GLYMA_14G151000,0,0,1,0
gene:GLYMA_14G151100,8,15,8,18
gene:GLYMA_14G151200,1,4,12,38
gene:GLYMA_14G151300,47,51,67,90
gene:GLYMA_14G151400,71,173,315,410
gene:GLYMA_14G151500,0,0,0,2
gene:GLYMA_14G151600,57,44,136,81
gene:GLYMA_14G151700,154,158,154,159
gene:GLYMA_14G151800,0,0,0,0
gene:GLYMA_14G151900,0,0,0,0
gene:GLYMA_14G152000,1,18,2,23
gene:GLYMA_14G152100,151,259,248,395
gene:GLYMA_14G152200,0,0,0,4
gene:GLYMA_14G152300,80,30,105,46
gene:GLYMA_14G152400,0,0,3,6
gene:GLYMA_14G152500,52,78,136,171
gene:GLYMA_14G152600,0,0,0,1
gene:GLYMA_14G152700,259,231,332,270
gene:GLYMA_14G152800,0,2,0,3
gene:GLYMA_14G152900,85,127,223,360
gene:GLYMA_14G153000,102,105,127,169
gene:GLYMA_14G153100,0,0,0,0
gene:GLYMA_14G153200,0,0,0,2
gene:GLYMA_14G153300,0,0,7,6
gene:GLYMA_14G153400,19,0,49,7
gene:GLYMA_14G153500,0,2,8,12
gene:GLYMA_14G153600,4,5,4,5
gene:GLYMA_14G153700,0,0,0,0
gene:GLYMA_14G153800,0,0,10,33
gene:GLYMA_14G153900,0,1,11,37
gene:GLYMA_14G154000,0,0,33,31
gene:GLYMA_14G154100,0,0,1,5
gene:GLYMA_14G154200,2,22,4,33
gene:GLYMA_14G154300,0,0,0,0
gene:GLYMA_14G154400,0,0,0,0
gene:GLYMA_14G154500,10,20,29,39
gene:GLYMA_14G154600,3,13,9,33
gene:GLYMA_14G154700,0,0,0,0
gene:GLYMA_14G154800,0,0,0,0
gene:GLYMA_14G154900,105,63,147,92
gene:GLYMA_14G155000,0,0,0,0
gene:GLYMA_14G155100,0,1,0,1
gene:GLYMA_14G155200,8,28,8,30
gene:GLYMA_14G155300,0,0,5,1
gene:GLYMA_14G155400,3,2,3,3
gene:GLYMA_14G155500,7,32,8,39
gene:GLYMA_14G155600,3,12,16,54
gene:GLYMA_14G155700,2,7,4,9
gene:GLYMA_14G155800,0,3,1,3
gene:GLYMA_14G155900,121,247,162,337
gene:GLYMA_14G156000,40,22,51,22
gene:GLYMA_14G156100,89,73,101,86
gene:GLYMA_14G156200,11,4,17,10
gene:GLYMA_14G156300,1,33,2,37
gene:GLYMA_14G156400,0,0,0,0
gene:GLYMA_14G156500,53,61,62,101
gene:GLYMA_14G156600,98,128,120,167
gene:GLYMA_14G156700,3,8,6,10
gene:GLYMA_14G156800,0,1,0,1
gene:GLYMA_14G156900,0,0,0,0
gene:GLYMA_14G157000,0,0,3,0
gene:GLYMA_14G157100,0,0,6,9
gene:GLYMA_14G157200,0,1,0,1
gene:GLYMA_14G157300,2,7,2,7
gene:GLYMA_14G157400,0,0,0,0
gene:GLYMA_14G157500,7,13,11,15
gene:GLYMA_14G157600,2,18,2,18
gene:GLYMA_14G157700,7,105,10,121
gene:GLYMA_14G157800,0,0,0,1
gene:GLYMA_14G157900,0,0,1,14
gene:GLYMA_14G158000,0,0,0,0
gene:GLYMA_14G158100,0,0,5,13
gene:GLYMA_14G158200,1,95,3,106
gene:GLYMA_14G158300,0,6,0,12
gene:GLYMA_14G158400,0,0,0,0
gene:GLYMA_14G158500,9,2,36,11
gene:GLYMA_14G158600,0,3,3,7
gene:GLYMA_14G158700,0,1,0,1
gene:GLYMA_14G158800,6,35,9,37
gene:GLYMA_14G158900,10,125,26,173
gene:GLYMA_14G159000,115,141,122,149
gene:GLYMA_14G159100,166,124,294,181
gene:GLYMA_14G159200,0,0,15,5
gene:GLYMA_14G159300,17,101,17,101
gene:GLYMA_14G159400,182,104,207,108
gene:GLYMA_14G159500,125,77,128,77
gene:GLYMA_14G159600,144,466,144,466
gene:GLYMA_14G159700,3,0,3,0
gene:GLYMA_14G159800,60,78,84,119
gene:GLYMA_14G159900,0,1,0,8
gene:GLYMA_14G160000,0,0,0,0
gene:GLYMA_14G160100,4,248,12,382
gene:GLYMA_14G160200,0,0,0,0
gene:GLYMA_14G160300,0,0,0,0
gene:GLYMA_14G160400,3,34,3,35
gene:GLYMA_14G160500,0,0,0,1
gene:GLYMA_14G160600,12,24,29,46
gene:GLYMA_14G160700,0,0,0,0
gene:GLYMA_14G160800,0,0,0,0
gene:GLYMA_14G160900,26,34,99,112
gene:GLYMA_14G161000,0,0,1,1
gene:GLYMA_14G161100,0,0,0,0
gene:GLYMA_14G161200,57,65,80,98
gene:GLYMA_14G161300,0,0,5,0
gene:GLYMA_14G161400,139,290,212,396
gene:GLYMA_14G161500,0,0,5,14
gene:GLYMA_14G161600,45,81,46,81
gene:GLYMA_14G161700,0,0,9,20
gene:GLYMA_14G161800,1,24,1,24
gene:GLYMA_14G161900,0,0,1,0
gene:GLYMA_14G162000,2,38,2,38
gene:GLYMA_14G162100,31,5,85,16
gene:GLYMA_14G162200,0,0,2,2
gene:GLYMA_14G162300,1191,630,1957,1113
gene:GLYMA_14G162400,32,36,34,63
gene:GLYMA_14G162500,0,0,4,4
gene:GLYMA_14G162600,110,64,123,75
gene:GLYMA_14G162700,0,0,0,0
gene:GLYMA_14G162800,32,12,50,32
gene:GLYMA_14G162900,5,8,7,9
gene:GLYMA_14G163000,65,89,84,134
gene:GLYMA_14G163100,0,2,5,8
gene:GLYMA_14G163200,420,506,599,653
gene:GLYMA_14G163300,0,0,0,0
gene:GLYMA_14G163400,1,0,1,0
gene:GLYMA_14G163500,0,0,1,3
gene:GLYMA_14G163600,10,23,10,23
gene:GLYMA_14G163700,0,11,0,18
gene:GLYMA_14G163800,91,99,92,102
gene:GLYMA_14G163900,1,8,3,28
gene:GLYMA_14G164000,0,0,1,1
gene:GLYMA_14G164100,0,0,0,0
gene:GLYMA_14G164200,0,0,5,14
gene:GLYMA_14G164300,0,0,0,0
gene:GLYMA_14G164400,43,69,55,96
gene:GLYMA_14G164500,0,0,0,0
gene:GLYMA_14G164600,49,162,82,229
gene:GLYMA_14G164700,48,131,78,203
gene:GLYMA_14G164800,0,0,2,1
gene:GLYMA_14G164900,0,2,0,13
gene:GLYMA_14G165000,0,15,2,84
gene:GLYMA_14G165100,0,0,2,0
gene:GLYMA_14G165200,0,0,3,14
gene:GLYMA_14G165300,37,1,37,2
gene:GLYMA_14G165400,0,1,0,1
gene:GLYMA_14G165500,0,0,2,1
gene:GLYMA_14G165600,0,0,7,75
gene:GLYMA_14G165700,54,21,226,179
gene:GLYMA_14G165800,0,0,0,0
gene:GLYMA_14G165900,0,0,1,4
gene:GLYMA_14G166000,125,115,311,285
gene:GLYMA_14G166100,55,66,102,106
gene:GLYMA_14G166200,2,3,2,3
gene:GLYMA_14G166300,6,19,13,45
gene:GLYMA_14G166400,0,0,0,0
gene:GLYMA_14G1665002,3,3,4,5
gene:GLYMA_14G1665001,20,13,87,31
gene:GLYMA_14G166600,0,1,34,156
gene:GLYMA_14G166700,14,28,23,36
gene:GLYMA_14G166800,0,0,0,0
gene:GLYMA_14G166900,10,55,19,83
gene:ENSRNA049760634,0,0,3,0
gene:GLYMA_14G167000,6,25,10,91
gene:GLYMA_14G167100,0,0,0,0
gene:GLYMA_14G167200,8,15,19,30
gene:GLYMA_14G167300,0,1,0,1
gene:GLYMA_14G167400,0,2,0,2
gene:GLYMA_14G167500,0,0,0,0
gene:GLYMA_14G167600,0,0,0,0
gene:GLYMA_14G167700,0,0,0,0
gene:GLYMA_14G167800,0,164,0,167
gene:GLYMA_14G167900,8,6,25,24
gene:GLYMA_14G168000,0,0,0,0
gene:GLYMA_14G168100,0,1,0,1
gene:GLYMA_14G168200,0,0,0,0
gene:GLYMA_14G168300,0,0,9,38
gene:GLYMA_14G168400,0,0,3,13
gene:GLYMA_14G168500,17,9,32,20
gene:GLYMA_14G168600,0,0,1,2
gene:GLYMA_14G168700,0,0,0,0
gene:GLYMA_14G168800,0,7,6,21
gene:GLYMA_14G168900,0,0,0,0
gene:GLYMA_14G169000,0,0,0,1
gene:GLYMA_14G169200,132,139,145,149
gene:GLYMA_14G169100,0,0,0,0
gene:GLYMA_14G169300,23,19,41,27
gene:GLYMA_14G169400,0,0,0,0
gene:GLYMA_14G169500,0,0,0,0
gene:GLYMA_14G169600,181,0,181,0
gene:GLYMA_14G169700,39,3,60,12
gene:GLYMA_14G169800,17,0,17,0
gene:GLYMA_14G169900,1,3,233,211
gene:GLYMA_14G170000,0,0,1,0
gene:GLYMA_14G170100,44,113,48,124
gene:GLYMA_14G170200,0,0,0,0
gene:GLYMA_14G170300,0,0,26,11
gene:GLYMA_14G170400,0,0,23,42
gene:GLYMA_14G170500,21,0,29,3
gene:GLYMA_14G170600,0,0,0,0
gene:GLYMA_14G170700,0,0,7,92
gene:GLYMA_14G170800,16,65,19,116
gene:GLYMA_14G170900,43,174,71,275
gene:GLYMA_14G171000,0,0,0,0
gene:GLYMA_14G171100,0,0,0,0
gene:GLYMA_14G171200,0,0,8,3
gene:GLYMA_14G171300,0,0,14,43
gene:GLYMA_14G171400,1,0,22,155
gene:GLYMA_14G171500,135,197,154,212
gene:GLYMA_14G171600,81,124,95,158
gene:GLYMA_14G171700,41,16,113,55
gene:GLYMA_14G171800,24,138,29,302
gene:GLYMA_14G171900,0,0,0,5
gene:GLYMA_14G172000,0,0,0,0
gene:GLYMA_14G172100,0,0,0,0
gene:GLYMA_14G172200,11,71,13,73
gene:GLYMA_14G172300,33,65,33,66
gene:GLYMA_14G172400,0,3,1,4
gene:GLYMA_14G172500,0,0,2,14
gene:GLYMA_14G172600,0,0,3,0
gene:GLYMA_14G172700,0,1,0,1
gene:GLYMA_14G172800,0,0,0,0
gene:GLYMA_14G172900,2,5,2,5
gene:GLYMA_14G173000,0,2,1,2
gene:GLYMA_14G173100,0,0,0,0
gene:GLYMA_14G173200,0,0,53,61
gene:GLYMA_14G173300,0,1,0,1
gene:GLYMA_14G173400,0,0,0,0
gene:GLYMA_14G173500,0,0,571,688
gene:GLYMA_14G173600,0,0,1,0
gene:GLYMA_14G173700,0,0,0,0
gene:GLYMA_14G173800,0,0,3,4
gene:GLYMA_14G173900,0,0,1,2
gene:GLYMA_14G174000,0,0,0,1
gene:GLYMA_14G174100,1,0,447,451
gene:GLYMA_14G174200,22,55,53,79
gene:GLYMA_14G174300,4,1,39,1
gene:GLYMA_14G174400,7,26,12,38
gene:ENSRNA049760653,0,0,0,0
gene:GLYMA_14G174500,50,137,82,233
gene:GLYMA_14G174600,2,270,7,381
gene:GLYMA_14G174700,0,0,0,0
gene:GLYMA_14G174800,0,0,0,0
gene:GLYMA_14G174900,0,0,0,0
gene:GLYMA_14G175000,14,181,29,236
gene:GLYMA_14G175100,50,79,60,103
gene:GLYMA_14G175200,0,0,0,0
gene:GLYMA_14G175300,0,0,0,0
gene:GLYMA_14G175400,35,236,44,284
gene:GLYMA_14G175500,0,0,0,2
gene:GLYMA_14G175600,0,0,14,97
gene:GLYMA_14G175700,0,0,2,6
gene:GLYMA_14G175800,16,13,25,43
gene:GLYMA_14G175900,0,0,21,19
gene:GLYMA_14G176000,0,0,0,0
gene:GLYMA_14G176100,0,0,0,0
gene:GLYMA_14G176200,0,0,0,0
gene:GLYMA_14G176300,75,166,77,167
gene:GLYMA_14G176400,537,332,705,383
gene:GLYMA_14G176500,9,3,10,4
gene:GLYMA_14G176600,222,684,386,1452
gene:GLYMA_14G176700,29,39,45,62
gene:GLYMA_14G176800,1,0,1,0
gene:GLYMA_14G176900,585,784,1300,1735
gene:GLYMA_14G177000,7,16,7,17
gene:GLYMA_14G177100,371,309,1681,619
gene:GLYMA_14G177200,3,16,4,21
gene:GLYMA_14G177300,59,76,100,121
gene:GLYMA_14G177400,4,12,28,13
gene:GLYMA_14G177500,89,5,151,19
gene:GLYMA_14G177600,24,198,24,198
gene:ENSRNA049760638,0,0,2,1
gene:GLYMA_14G177700,14,22,15,30
gene:GLYMA_14G177800,0,0,13,29
gene:GLYMA_14G177900,9,51,10,65
gene:GLYMA_14G178000,83,88,158,229
gene:GLYMA_14G178100,0,0,0,0
gene:GLYMA_14G178200,1956,1,2187,1
gene:GLYMA_14G178300,4,3,8,5
gene:GLYMA_14G178400,14,7,18,10
gene:GLYMA_14G178500,16,0,18,6
gene:GLYMA_14G178600,0,0,0,1
gene:GLYMA_14G178700,191,233,195,237
gene:GLYMA_14G178800,82,83,131,113
gene:GLYMA_14G178900,2035,60,2991,111
gene:GLYMA_14G179000,285,36,406,67
gene:GLYMA_14G179100,96,79,97,83
gene:GLYMA_14G179200,39,15,65,24
gene:GLYMA_14G179300,90,33,181,55
gene:GLYMA_14G179400,3,3,3,3
gene:GLYMA_14G179500,79,252,113,356
gene:GLYMA_14G179600,0,0,0,0
gene:GLYMA_14G179700,1,0,1,0
gene:GLYMA_14G179800,142,47,163,56
gene:GLYMA_14G179900,733,395,931,511
gene:GLYMA_14G180000,0,0,0,0
gene:GLYMA_14G180100,0,0,0,0
gene:GLYMA_14G180200,0,0,2,2
gene:GLYMA_14G180300,103,24,132,39
gene:GLYMA_14G180400,31,16,56,45
gene:GLYMA_14G180500,0,1,6,31
gene:GLYMA_14G180600,99,81,257,161
gene:GLYMA_14G180700,0,0,0,0
gene:GLYMA_14G180800,0,0,0,1
gene:GLYMA_14G180900,0,0,0,0
gene:GLYMA_14G181000,15,261,18,311
gene:GLYMA_14G181100,50,83,81,102
gene:GLYMA_14G181200,0,0,0,0
gene:GLYMA_14G181300,32,89,49,138
gene:GLYMA_14G181400,2,1,2,3
gene:GLYMA_14G181500,0,0,2,0
gene:GLYMA_14G181600,222,47,240,52
gene:GLYMA_14G181700,0,0,0,0
gene:GLYMA_14G181800,3,42,13,103
gene:GLYMA_14G181900,12,23,19,41
gene:GLYMA_14G182000,0,0,0,0
gene:GLYMA_14G182100,909,445,1041,565
gene:GLYMA_14G182200,0,0,0,0
gene:GLYMA_14G182300,11,10,16,22
gene:GLYMA_14G182400,34,23,42,39
gene:GLYMA_14G182500,0,0,0,0
gene:GLYMA_14G182600,65,69,65,70
gene:GLYMA_14G182700,25,70,58,118
gene:GLYMA_14G182800,50,101,63,117
gene:GLYMA_14G182900,29,27,31,32
gene:GLYMA_14G183000,355,497,693,975
gene:GLYMA_14G183100,46,29,110,61
gene:GLYMA_14G183200,3,0,3,0
gene:GLYMA_14G183300,0,0,3,0
gene:GLYMA_14G183400,0,0,0,2
gene:GLYMA_14G183500,12,14,30,30
gene:GLYMA_14G183600,0,1,0,1
gene:GLYMA_14G183700,0,0,0,0
gene:GLYMA_14G183800,7,53,45,202
gene:GLYMA_14G183900,3,7,3,8
gene:GLYMA_14G184000,1,0,1,0
gene:GLYMA_14G184100,3,2,4,2
gene:GLYMA_14G184200,18,3,19,8
gene:GLYMA_14G1843002,0,0,0,0
gene:GLYMA_14G1843001,0,0,0,0
gene:GLYMA_14G184400,0,0,0,0
gene:GLYMA_14G184500,398,469,697,710
gene:GLYMA_14G184600,0,1,2,3
gene:GLYMA_14G184700,145,26,182,33
gene:GLYMA_14G1848002,85,10,93,14
gene:GLYMA_14G1848001,18,10,18,10
gene:GLYMA_14G184900,19,1,23,1
gene:GLYMA_14G185000,1,0,1,0
gene:GLYMA_14G185100,22,106,40,185
gene:GLYMA_14G185200,0,5,0,5
gene:GLYMA_14G185300,2,7,2,20
gene:GLYMA_14G185400,52,394,89,756
gene:GLYMA_14G185500,0,0,1,0
gene:GLYMA_14G185600,10,157,13,170
gene:GLYMA_14G185700,1,1,230,1
gene:GLYMA_14G185800,0,3,0,3
gene:GLYMA_14G185900,0,0,0,0
gene:GLYMA_14G186000,0,0,0,0
gene:GLYMA_14G186100,1,0,1,0
gene:GLYMA_14G186200,0,0,1,0
gene:GLYMA_14G186300,0,0,4,0
gene:GLYMA_14G186400,0,0,0,0
gene:GLYMA_14G186500,46,5,51,9
gene:GLYMA_14G186600,0,5,1,18
gene:GLYMA_14G186700,54,82,65,87
gene:GLYMA_14G186800,7,44,15,60
gene:GLYMA_14G186900,205,458,518,1300
gene:GLYMA_14G187000,26,59,42,104
gene:GLYMA_14G187100,0,0,0,0
gene:GLYMA_14G187200,0,0,0,1
gene:GLYMA_14G187300,35,107,40,131
gene:GLYMA_14G187400,62,62,87,101
gene:GLYMA_14G187500,0,0,2,7
gene:GLYMA_14G187600,0,14,3,22
gene:GLYMA_14G187700,188,775,202,820
gene:GLYMA_14G187800,485,849,783,1414
gene:GLYMA_14G187900,2,40,2,49
gene:GLYMA_14G188000,0,0,0,0
gene:GLYMA_14G188100,0,65,0,66
gene:GLYMA_14G188200,179,187,193,204
gene:GLYMA_14G188300,19,341,19,341
gene:GLYMA_14G188400,0,8,1,19
gene:GLYMA_14G188500,28,34,59,93
gene:GLYMA_14G188600,29,21,42,29
gene:GLYMA_14G188700,3,6,3,14
gene:GLYMA_14G188800,0,0,1,0
gene:GLYMA_14G188900,2,1,2,4
gene:GLYMA_14G189000,23,37,36,54
gene:GLYMA_14G189100,17,77,26,130
